id,company,code,prefecture,date,homepage_url,contact_url,description
1010001225288,株式会社クリエイターズパーク,301,東京都,2022-03-18,https://creatorspark.jp/,https://creatorspark.jp/%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B/,
1010001225296,Ｓａｎｔｅ株式会社,301,東京都,2022-03-22,https://sante.co.jp/,https://www.fukunavi.or.jp/fukunavi/controller?cmd=sbrhjn_dt&actionID=jgyhjn&HJN_CD=900006011&SVCSBR_CD=004,株式会社サンテは、茨城県水戸市を中心にドラッグストア・介護・訪問医療のサービスを提供しております。訪問看護などと連携した在宅医療サービスや高齢者に向けた、 ...
1010001225321,ユニティ・ワン株式会社,301,東京都,2022-03-23,https://tenshoku.mynavi.jp/company/349938/,https://www.b-mall.ne.jp/CompanyDetail-CZbqCQjqIRkx.html,株式会社ユニティー・ワンの求人や従業員・年収・事業内容・業績・業種・所在地の情報などを掲載。dodaの企業情報ページでは上場企業や、大手から中小企業まで440581社 ...
1010001225354,文京澁谷不動産株式会社,301,東京都,2022-03-18,https://www.bshibuya.co.jp/,https://m.bshibuya.co.jp/company/,平素は、格別のご高配を賜り厚く御礼申し上げます。 弊社では、文京区を中心に賃貸、売買、収益物件等の情報を幅広く取り扱っております。
1010001225395,株式会社ＴＲＩＤＥＮＴＳ,301,東京都,2022-03-25,https://emzup.com/,https://www.trident.co.jp/,
1010001225404,株式会社グリーンフッド,301,東京都,2022-03-25,https://greenhood.jp/,https://greenhood.jp/company.html,会社概要 ; 03-6426-5392 · 薪/ペレットストーブおよび関連商材の輸入・卸 · トラビスインダストリーズ、パシフィックエナジー、ピアツェッタ、ライカ、チェスニーズ、 ...
1010001225420,新技術工営株式会社,301,東京都,2022-03-25,https://www.alpha-sgk.co.jp/,https://www.alpha-sgk.co.jp/company/,2023/06/27 — 新技術工営株式会社は、調査から設計・施工・監理まで、最新の技術力と優れた創意工夫で地盤に挑みます。アンカー工・のり面工・地盤改良・基礎工 ...
1010001225429,株式会社アクセアテクノロジーズ,301,東京都,2022-03-24,https://tech.accea.co.jp/,https://www.accea.co.jp/FormMail/new_inq/mail.php,コンピューターのシステム及びソフトウェアの企画、開発、販売並びにこれらに関するコンサルティング業務 · インターネットのホームページの企画・制作・運営 · 通信販売業 ...
1010001225461,Ｓｈｉｎｗａ　Ｄｉｇｉｔａｌ　Ａｒｔｓ株式会社,301,東京都,2022-03-25,https://www.shinwa-wise.com/company/profile/,https://www.shinwa-wise.com/company/profile/,Shinwa Digital Arts株式会社. 最新の登記簿を購入. 事業内容 ... その他の事業サービス業 (44262) · 政治・経済・文化団体 (5309) · 宗教 (619) · その他 ...
1010001225478,ミットパワーインディア株式会社,301,東京都,2022-03-29,https://power.mhi.com/jp,https://www.mitsui.com/jp/ja/release/2022/1243208_13389.html,"設立日. 再生可能エネルギー関連事業太陽光パネル製造・販売業風力発電業. 業種 ... 同じ業種の会社. 企業名, 住所, 純利益, 資産. レノバ, 東京都中央区京橋2丁目2番1 ..."
1010001225494,碩豊貿易株式会社,301,東京都,2022-03-28,http://yutakatennis.co.jp/,http://yutakatennis.co.jp/contact/,碩豊国際貿易株式会社の事業内容イメージ写真. 事業内容. リサイクル業. 倉庫 事務所 工場撤去作業. 買取り. 非鉄金属類 中古機械重機. プラスチック類. □HOME · □取扱い ...
1010001225511,株式会社日本学習企画,301,東京都,2022-03-30,https://japan-study-planning.com/,https://japan-study-planning.com/,
1010001225536,株式会社Ｒｅｄ　Ｆｉｎｂａｃｋ,301,東京都,2022-03-31,https://redfinback.com/profile,https://redfinback.com/contact,"事業内容, 美容医療業界向け補助金申請代行サービス. Contact. お問い合わせ. |. 03-4405-8655. 受付時間:10:00-18:00 （土日祝日を除く）. |. フォームでご相談. 1~2営業日 ..."
1010001225544,株式会社シンファード,301,東京都,2022-04-05,https://sinfart.co.jp/,https://sinfart.co.jp/%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B/,名称：株式会社シンファート 代表取締役：吉田 亮設立：2019年4月2日旅行業登録：大阪府知事登録第2種-2997（登録日2019年05月21日）資本金：800万円事業内容：旅行業 各種スポーツ
4010501049044,株式会社長谷川,301,東京都,2022-07-06,https://hasegawa-japan.co.jp/,https://hasegawa-japan.co.jp/pages/28/,
1010001225593,株式会社大城商事,301,東京都,2022-03-31,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001225593,https://www.mapion.co.jp/phonebook/M21002/13112/21330350091/,株式会社大城商事の企業概要ページです。株式会社大城商事の事業内容はです。本社の住所は大阪府大阪市東成区中本3丁目9番20号緑橋レックスマンション407号 ...
