id,company,code,prefecture,date
1010001175418,プラス株式会社,301,千葉県,2016-05-09
1010001175970,株式会社東京ストレスチェックセミナー,301,千葉県,2016-06-01
1010001177216,ガーベラ株式会社,301,千葉県,2016-07-27
1010001177728,株式会社ａｕｒｏｒａ,301,千葉県,2016-08-17
1010001178957,Ｄアカデミー株式会社,301,千葉県,2016-10-17
1010001179641,栄幸株式会社,301,千葉県,2016-11-16
1010001179658,株式会社フォレステール,301,千葉県,2016-11-17
1010001179815,株式会社グローバルデントリープロジェクト,301,千葉県,2016-11-28
1010001181028,株式会社イル・ポンテ,301,千葉県,2017-01-27
1010001181151,株式会社まき企画,301,千葉県,2017-02-01
1010001182587,ＨＧソリューションズ株式会社,301,千葉県,2017-04-07
1010001182620,株式会社ＢＡＳＡＧＬＩＡ,301,千葉県,2017-04-12
1010001182752,エーティー株式会社,301,千葉県,2017-04-14
1010001183081,株式会社味覚ＡＤ,301,千葉県,2017-04-27
1010001183239,株式会社ナサボ,301,千葉県,2017-05-01
1010001184559,ＶＲ　Ｅｎｔｅｒｔａｉｎｍｅｎｔ　Ｗｏｒｌｄ株式会社,301,千葉県,2017-07-04
1010001186027,株式会社ステラプエリ,301,千葉県,2017-09-07
1010001186373,インロン・ニューエネルギー・ジャパン株式会社,301,千葉県,2017-09-21
1010001186753,株式会社ＪＥＳＵＳ,301,千葉県,2017-10-06
1010001187297,株式会社ブルーメイド,301,千葉県,2017-11-06
1010001188163,株式会社Ｒｉｃｈｎｅｓｓパートナー,301,千葉県,2017-12-07
1010001189418,株式会社ベストプランニング,301,千葉県,2018-02-05
1010001189459,株式会社豊明,301,千葉県,2018-02-16
1010001190160,株式会社バックス,301,千葉県,2018-03-07
1010001190417,株式会社アセティア,301,千葉県,2018-03-20
1010001190821,株式会社Ｗｏｒｌｄ’ｓ　Ｙｏｕｒ　ＩＤ,301,千葉県,2018-04-16
1010001191183,株式会社ＢＩＧ　ＵＰ,301,千葉県,2018-04-16
1010001191984,株式会社ソルブメディア,301,千葉県,2018-05-22
1010001192140,株式会社ハッピーライフネオ,301,千葉県,2018-06-21
1010001193270,通盛貿易株式会社,301,千葉県,2018-07-13
1010001194426,ＮＫ　ＬＡＮＤＯＯＲ株式会社,301,千葉県,2018-08-28
1010001196141,株式会社算盤屋,301,千葉県,2018-11-12
1010001197569,ＲＵＭＢＬＥＩＮ株式会社,301,千葉県,2019-01-08
1010001201322,一二三株式会社,301,千葉県,2019-06-05
1010001202246,株式会社Ｔ,301,千葉県,2019-07-10
1010001203302,ＬａｓＴｒｕｓｔ株式会社,301,千葉県,2019-08-16
1010001203483,株式会社ウッドテクノロジー,301,千葉県,2019-08-28
1010001204829,海瑞株式会社,301,千葉県,2019-10-24
1010001205117,株式会社シントウキョウグロースキャピタル,301,千葉県,2019-11-06
1010001205422,株式会社グラシアス,301,千葉県,2019-11-19
1010001206486,株式会社ＮＳエンジニアリング,301,千葉県,2020-01-09
1010001209480,株式会社Ｌｕｎａ　Ｃｒｅｓｔａ,301,千葉県,2020-05-28
1010001209489,株式会社誠文堂,301,千葉県,2020-05-13
1010001211528,ＢＡＪ株式会社,301,千葉県,2020-08-13
1010001211825,アビコジャパン株式会社,301,千葉県,2020-08-25
1010001214308,株式会社エッジ・アイ,301,千葉県,2020-12-09
1010001214324,株式会社Ｂｏｒｄｅｒ　Ｏｖｅｒ,301,千葉県,2020-12-09
1010001216130,株式会社Ｃ’ＯＡＫ,301,千葉県,2021-02-25
1010001217129,株式会社ツーアップ,301,千葉県,2021-04-09
1010001217772,株式会社ＥＧ　Ｆｏｒｅｓｔ,301,千葉県,2021-04-27
1010001217913,株式会社ＪＴＳマーケティング,301,千葉県,2021-05-07
1010001221254,株式会社Ｒｅｌａｃｅ,301,千葉県,2021-09-24
1010001222302,株式会社光速商貿,301,千葉県,2021-11-04
1010001223531,株式会社ウィック,301,千葉県,2021-12-28
1010001231195,四川料理華美株式会社,301,千葉県,2022-12-01
1010001231534,リーチ株式会社,301,千葉県,2022-12-15
1010001234090,株式会社ラ・シーマＪＡＰＡＮ,301,千葉県,2023-04-07
1010001234388,スプリングプラス・コンサルティング株式会社,301,千葉県,2023-04-11
1010001236392,ＦＵＪＩ株式会社,301,千葉県,2023-06-26
1010001236780,江宇株式会社,301,千葉県,2023-07-24
1010001239767,株式会社時事グローカルサービシーズ,301,千葉県,2023-11-06
1010001240700,株式会社パルプンテ,301,千葉県,2023-12-13
1010001241582,ＡＵＲＡ地方創生株式会社,301,千葉県,2024-01-23
1010001246508,ＣｏＬｅａｄ株式会社,301,千葉県,2024-07-12
1010101012347,和華貿易株式会社,301,千葉県,2016-05-25
1010101013345,株式会社ムラタむらかみ南薬局,301,千葉県,2018-06-21
1010401122812,株式会社大将軍,301,千葉県,2016-01-28
1010401122820,株式会社ディーエムアール,301,千葉県,2016-01-28
1010401125212,株式会社ｂ‐ｓｔｙｌｅ,301,千葉県,2016-06-09
1010401129650,株式会社ＡＬＬ　ＪＡＰＡＮ　ＰＲＯＤＵＣＥ,301,千葉県,2017-02-16
1010401132258,株式会社アンタレス,301,千葉県,2017-06-29
1010401132407,株式会社福とも,301,千葉県,2017-07-12
1010401136069,株式会社Ｇｌｏｂａｌ　Ｓｔａｒｓ,301,千葉県,2018-01-17
1010401138057,株式会社ツクリー,301,千葉県,2018-05-01
1010401138346,ＳＯＬＴＩＬＯ　ＧＳＡ株式会社,301,千葉県,2018-05-15
1010401144212,株式会社ＮｅｗＣｉｔｙ,301,千葉県,2019-03-06
1010401144848,銘悦国際株式会社,301,千葉県,2019-04-08
1010401147165,グラドゥス株式会社,301,千葉県,2019-08-06
1010401147941,Ｍａｔｒｉｘ　Ｈｅａｌｔｈｃａｒｅ　Ｓｏｌｕｔｉｏｎｓ　Ｊａｐａｎ　株式会社,301,千葉県,2019-09-09
1010401151852,一元株式会社,301,千葉県,2020-03-26
1010401157461,株式会社ＲＣ,301,千葉県,2021-01-07
1010401166504,株式会社ｍｉｕｅｘ,301,千葉県,2022-04-06
1010401168921,フリーチェック株式会社,301,千葉県,2022-08-09
1010401169465,ＡＸＳホールディングス株式会社,301,千葉県,2022-09-05
1010401170480,株式会社Ｓｔｕｄｙ,301,千葉県,2022-10-26
1010401170679,Ｕ＆Ｔ株式会社,301,千葉県,2022-11-09
1010401176651,レガリアル株式会社,301,千葉県,2023-08-23
1010401182096,株式会社ＦＵＪＩＫＥＮ,301,千葉県,2024-05-01
1010401182690,株式会社ザイオン,301,千葉県,2024-05-23
1010403018067,株式会社ゴールドリッジ,301,千葉県,2018-02-09
1010501039808,株式会社ユニーフレンド,301,千葉県,2016-08-01
1010501042860,株式会社倍英展,301,千葉県,2018-07-23
1010501043066,インハリット株式会社,301,千葉県,2018-09-12
1010501043487,株式会社ポコペン,301,千葉県,2018-12-19
1010501044287,株式会社友和建設,301,千葉県,2019-06-21
1010501045905,株式会社潜望,301,千葉県,2020-06-26
1010501045921,カローテ株式会社,301,千葉県,2020-07-06
1010501046003,株式会社ビヨンド・ジ・エッジ,301,千葉県,2020-07-21
1010501046812,ミクラン株式会社,301,千葉県,2021-01-26
1010501047496,共栄貿易株式会社,301,千葉県,2021-06-28
1010501049410,Ｊ．Ｉ．Ｓ．株式会社,301,千葉県,2022-09-26
1010501049880,株式会社チンタオアイ,301,千葉県,2023-01-17
1010501050062,一心日本株式会社,301,千葉県,2023-02-27
1010601049319,株式会社ＺＥＮＳＨＩＮ,301,千葉県,2016-03-08
1010601051200,株式会社ビジネスリンクサービス,301,千葉県,2017-03-07
1010601052066,株式会社ニシマチ旅行事業部,301,千葉県,2017-08-16
1010601052801,株式会社ＫＡＲＩＮ,301,千葉県,2018-01-26
1010601053428,株式会社絆,301,千葉県,2018-06-06
1010601053485,アキナカスタマーサービス株式会社,301,千葉県,2018-06-14
1010601055655,カイノ株式会社,301,千葉県,2019-06-18
1010601056463,エッフェ株式会社,301,千葉県,2019-11-26
1010601056769,Ｔｒｕｓｔ　Ｌｉｎｋ　Ｊａｐａｎ株式会社,301,千葉県,2020-01-24
1010601056892,株式会社トスカーナ,301,千葉県,2020-02-14
1010601057073,株式会社エイム・ホールディングス,301,千葉県,2020-03-19
1010601058856,株式会社Ｎコーポレーション,301,千葉県,2021-02-26
1010601058897,株式会社谷村ホールディングス,301,千葉県,2021-03-11
1010601061612,株式会社ＭＫカンパニーズ,301,千葉県,2022-08-03
1010601061769,タイガーベル株式会社,301,千葉県,2022-08-31
1010601063286,株式会社ｋｉｔ,301,千葉県,2023-06-19
1010601063402,株式会社ＩＣＴＥＣ,301,千葉県,2023-07-13
1010601065935,株式会社ＮＥＸＴ　ＯＮＥ,301,千葉県,2024-09-18
1010701032216,ＬＯＴＥトレード株式会社,301,千葉県,2016-03-29
