id,company,code,prefecture,date
1010001178263,ＯＡＴアグリフロンティア株式会社,301,茨城県,2016-09-13
1010001179360,株式会社ＭＩＲＡＩＣＯＳ,301,茨城県,2016-11-04
1010001183313,株式会社サラシアヘルスケア,301,茨城県,2017-05-11
1010001195639,株式会社茨城Ｒｅｃｙｃｌｉｎｇ　ａｎｄ　Ｗａｓｔｅ　Ｍａｎａｇｅｍｅｎｔ,301,茨城県,2018-10-23
1010001215421,株式会社ＳＡＬＵＳ,301,茨城県,2021-01-29
1010001218878,株式会社オリエンタルコーポレーション,301,茨城県,2021-06-17
1010001220925,株式会社ＭＵＳＵＢＩマーケティング,301,茨城県,2021-09-06
1010001235626,株式会社ＧＣＥインスティチュート,301,茨城県,2023-06-12
1010001244585,株式会社Ｊ‐Ｃｙｃｌｅ,301,茨城県,2024-05-14
1010401135616,大林神栖バイオマス発電株式会社,301,茨城県,2017-12-19
1010401143230,株式会社Ｂ−ｐｌａｎ,301,茨城県,2019-01-18
1010401145697,ｅｅｍｏ株式会社,301,茨城県,2019-05-20
1010401154772,株式会社六本木,301,茨城県,2020-08-26
1010401180819,株式会社ＭＩＲＡＩＳＥ　ＧＬＯＢＡＬ,301,茨城県,2024-03-07
1010501046250,株式会社ＳＴＡＴＵＳ,301,茨城県,2020-09-18
1010501046903,株式会社Ｒｅ‐Ｌｉｅｆ,301,茨城県,2021-02-10
1010501047629,株式会社ＲＥＢＩＯ,301,茨城県,2021-07-30
1010601049285,株式会社サクセス,301,茨城県,2016-02-25
1010601050061,鈴木商事株式会社,301,茨城県,2016-07-22
1010601061182,株式会社ヴィズクル,301,茨城県,2022-05-19
1010601061281,株式会社マクシム,301,茨城県,2022-06-07
1010801027636,ライフ・クリーンサービス株式会社,301,茨城県,2017-04-03
1010801030004,株式会社秦味,301,茨城県,2019-07-09
1011001112534,株式会社ベリテ,301,茨城県,2016-09-01
1011001113409,株式会社ＳＭＳ,301,茨城県,2016-11-07
1011001142275,株式会社ＫＷ夢,301,茨城県,2021-08-23
1011101083329,株式会社シキテル,301,茨城県,2018-02-27
1011101084070,株式会社サファル建設ジャパン,301,茨城県,2018-05-09
1011101089004,株式会社ＴＵＧＵＹＯ,301,茨城県,2019-09-19
1011101102906,株式会社Ｑｕａｓａｒ,301,茨城県,2023-05-18
1011201023523,ＩＰ　ＴＲＡＤＥＲＳ株式会社,301,茨城県,2022-01-12
1011501029146,宏川株式会社,301,茨城県,2023-04-14
1011701025119,株式会社ＡＵＲＡ　ＴＲＡＤＩＮＧ,301,茨城県,2022-03-14
1011801045149,株式会社エヌ・エックス,301,茨城県,2024-11-14
1012701017543,ＫＳ株式会社,301,茨城県,2023-03-16
1012801021107,株式会社ＧＡＴＯ,301,茨城県,2021-09-28
1013301039060,株式会社ＴＲＭ,301,茨城県,2016-07-01
1013301047542,株式会社Ｎｏｔａ,301,茨城県,2021-06-04
1013301049142,株式会社Ｍｙ　ｓｔｙｌｅ　Ｌｉｆｅ,301,茨城県,2022-05-26
1020001124761,那珂興産株式会社,301,茨城県,2018-01-24
1020001142251,ＴＲＩ　ＫＡＮＹＡ株式会社,301,茨城県,2021-07-16
1030001114745,東友テック株式会社,301,茨城県,2016-06-13
1030001118894,株式会社アラジュク物産,301,茨城県,2017-03-02
1030001122789,株式会社巴,301,茨城県,2017-10-30
1030001124034,株式会社フュージョンマネージメント,301,茨城県,2018-01-31
1030001132400,株式会社ユニバース,301,茨城県,2019-08-13
1030001133357,コーモラント株式会社,301,茨城県,2019-10-18
1030001137853,株式会社ミンナハトレーディング,301,茨城県,2020-08-18
1030001138505,漢和株式会社,301,茨城県,2020-10-01
1030001149213,ＪＰ　ＡＵＴＯＭＯＴＩＶＥ　ＧＬＯＢＡＬ　ＤＥＡＬＥＲＳＨＩＰ株式会社,301,茨城県,2022-07-14
1030003010273,株式会社和流通,301,茨城県,2017-05-16
1040001106361,ライフメタル株式会社,301,茨城県,2018-10-05
1040001107112,株式会社ＤＳＫ　Ｊａｐａｎ,301,茨城県,2018-12-03
1040001107913,株式会社杉本商事,301,茨城県,2019-02-06
1040001110181,Ｓ．Ｎ．Ｃ　ＴＲＡＤＩＮＧ株式会社,301,茨城県,2019-07-30
1040001111452,株式会社ＴＩＣ,301,茨城県,2019-11-11
1040001112384,桜建設株式会社,301,茨城県,2020-01-31
1040001112517,ＨＥＡＶＥＮＬＹ　ＳＴＡＲＴＳ株式会社,301,茨城県,2020-02-10
1040001114430,株式会社コヒーレントシステムズ,301,茨城県,2020-07-22
1040001115313,株式会社ＧＡＲＡＧＥ‐７,301,茨城県,2020-10-09
1040001117499,株式会社住まいリンク,301,茨城県,2021-03-16
1040001118282,株式会社化理府,301,茨城県,2021-05-06
1040001121187,Ｊａｐａｎ　Ｍｏｔｏｒｓ株式会社,301,茨城県,2021-12-01
1040001122292,株式会社２,301,茨城県,2022-02-24
1040001125238,ライフステージ株式会社,301,茨城県,2022-10-04
1040003013242,プライムビーン株式会社,301,茨城県,2019-04-17
1040003018877,株式会社ＮＩＳＳＡＮＫＡ　ＥＮＴＥＲＰＲＩＳＥＳ,301,茨城県,2021-11-05
1050001002849,蔦屋建設株式会社,301,茨城県,2016-11-10
1050001009002,株式会社エヌケー,301,茨城県,2018-07-27
1050001010587,株式会社フォードカスミ,301,茨城県,2016-12-19
1050001023309,多賀荷造株式会社,301,茨城県,2016-03-10
1050001024406,株式会社茨城信用融資協会,301,茨城県,2018-01-18
1050001040295,株式会社ドリームファクトリー,301,茨城県,2016-01-05
1050001040312,株式会社野村設備,301,茨城県,2016-01-06
1050001040320,ＵＭＩ　ｃｏｃｏｒｏ株式会社,301,茨城県,2016-01-06
1050001040329,株式会社ＰＬＡＮＥＲＺ,301,茨城県,2016-01-07
1050001040337,株式会社誠和農場,301,茨城県,2016-01-07
1050001040345,大串商運株式会社,301,茨城県,2016-01-07
1050001040353,株式会社内田技建,301,茨城県,2016-01-12
1050001040361,株式会社豊大設計,301,茨城県,2016-01-14
1050001040378,株式会社ＧＨＵＬＡＭ　ＳＡＦＩ　ＴＲＡＤＩＮＧ,301,茨城県,2016-01-19
1050001040386,株式会社河合商事,301,茨城県,2016-01-21
1050001040403,株式会社ＴＥＳ,301,茨城県,2016-01-22
1050001040436,株式会社やとぎ,301,茨城県,2016-01-28
1050001040444,株式会社康建設,301,茨城県,2016-02-02
1050001040452,株式会社Ｈ．Ｇ．ＪＡＰＡＮ　ＴＲＡＤＩＮＧ,301,茨城県,2016-02-09
1050001040460,株式会社スカイ,301,茨城県,2016-02-08
1050001040469,株式会社大和,301,茨城県,2016-02-08
1050001040477,株式会社道進,301,茨城県,2016-02-05
1050001040485,株式会社先端技術研究所,301,茨城県,2016-02-09
1050001040502,株式会社ラニー,301,茨城県,2016-02-15
1050001040510,株式会社宮崎建設,301,茨城県,2016-02-12
1050001040519,株式会社エーアイシーホールディングス,301,茨城県,2016-02-15
1050001040527,株式会社石の正,301,茨城県,2016-02-16
1050001040535,株式会社ＩＫＴ　Ｍｅｄｉｃａｌ,301,茨城県,2016-02-22
1050001040543,株式会社中野工業,301,茨城県,2016-02-24
1050001040551,株式会社ラディカル,301,茨城県,2016-02-25
1050001040568,株式会社マコト,301,茨城県,2016-03-03
1050001040576,株式会社いなしきスクーファ,301,茨城県,2016-03-09
1050001040584,株式会社Ａｃｅサービス,301,茨城県,2016-03-09
1050001040592,株式会社ＴＲＥＥ,301,茨城県,2016-03-04
1050001040601,株式会社水戸建設工業,301,茨城県,2016-03-07
1050001040618,株式会社ペダルカンパニー,301,茨城県,2016-03-10
1050001040634,佐藤商事株式会社,301,茨城県,2016-03-11
1050001040642,株式会社あかり,301,茨城県,2016-03-18
1050001040675,株式会社アンツ,301,茨城県,2016-03-24
1050001040683,株式会社ハイブリッド・セミコンダクター,301,茨城県,2016-03-25
1050001040691,株式会社ＭＵＳＡ　Ｊ．Ｐ,301,茨城県,2016-03-31
1050001040700,株式会社ＡＤＩＬ　ＴＲＡＤＩＮＧ,301,茨城県,2016-03-30
1050001040709,株式会社ハナワゼＣＳ,301,茨城県,2016-03-28
1050001040717,株式会社千寿,301,茨城県,2016-04-01
1050001040733,ＰＧＩメンテナンス株式会社,301,茨城県,2016-04-05
1050001040741,宮内青果株式会社,301,茨城県,2016-04-11
1050001040758,株式会社常陸冨組,301,茨城県,2016-04-05
1050001040766,株式会社大野テック,301,茨城県,2016-04-07
1050001040774,株式会社暖,301,茨城県,2016-04-06
1050001040790,株式会社すぎた塗装,301,茨城県,2016-04-14
1050001040799,日本美研株式会社,301,茨城県,2016-04-13
1050001040808,株式会社サンシステム,301,茨城県,2016-04-13
1050001040816,グローバルＫＥＩＳＯ株式会社,301,茨城県,2016-04-18
1050001040832,高陽精行株式会社,301,茨城県,2016-04-19
1050001040840,株式会社ナカ,301,茨城県,2016-04-20
1050001040857,ＤＡＮＩＳＨ　ＪＰ株式会社,301,茨城県,2016-04-25
1050001040865,株式会社バイオパワーＢ,301,茨城県,2016-04-25
1050001040873,アイ・データ・ボックス株式会社,301,茨城県,2016-04-22
1050001040881,株式会社ＣＦ‐Ｋ,301,茨城県,2016-04-26
1050001040898,株式会社伏見板金工業,301,茨城県,2016-04-28
1050001040915,ＥＷＯＲＫＳ株式会社,301,茨城県,2016-05-06
1050001040923,株式会社大和環境,301,茨城県,2016-05-11
1050001040931,株式会社ながらめ,301,茨城県,2016-05-11
1050001040948,株式会社さわ組,301,茨城県,2016-05-12
1050001040956,株式会社ＮＥＸＴ　ＳＴＥＰ,301,茨城県,2016-05-11
1050001040964,株式会社雄和サービス,301,茨城県,2016-05-13
1050001040972,株式会社真明社,301,茨城県,2016-05-17
1050001040989,株式会社Ａ＆Ｎコーポレーション,301,茨城県,2016-05-16
1050001041005,株式会社アドブル,301,茨城県,2016-05-19
1050001041013,コモエスタース株式会社,301,茨城県,2016-05-23
1050001041038,株式会社ユウワホーム,301,茨城県,2016-05-27
1050001041054,株式会社明晃アドバンス,301,茨城県,2016-05-31
1050001041062,Ｕ−ＰＡＲＴＳ　ＯＭＩＴＡＭＡ株式会社,301,茨城県,2016-06-01
1050001041070,株式会社ベリー,301,茨城県,2016-06-06
1050001041079,株式会社チョコラテ,301,茨城県,2016-06-08
1050001041087,株式会社スナオシ内外装,301,茨城県,2016-06-03
1050001041095,石間物流サービス株式会社,301,茨城県,2016-06-07
1050001041104,株式会社ＺＥＲＯ,301,茨城県,2016-06-08
1050001041112,根本工業株式会社,301,茨城県,2016-06-07
1050001041120,東洋レジン工業株式会社,301,茨城県,2016-06-07
1050001041129,株式会社上工業,301,茨城県,2016-06-09
1050001041153,株式会社久保田創建,301,茨城県,2016-06-20
1050001041178,株式会社Ａｌｋｕ,301,茨城県,2016-06-23
1050001041186,株式会社ソライズ,301,茨城県,2016-06-22
1050001041194,株式会社ＣＵＲＩＯＵＳ,301,茨城県,2016-06-28
1050001041203,株式会社Ｌｕａ　Ｌａｐｉｎ,301,茨城県,2016-06-28
1050001041211,株式会社サブユニット,301,茨城県,2016-06-28
1050001041228,サクラミライ株式会社,301,茨城県,2016-06-29
1050001041236,サンミライ工業株式会社,301,茨城県,2016-07-05
1050001041244,ＫＳＫ　ＴＲＡＤＩＮＧ株式会社,301,茨城県,2016-07-06
1050001041252,株式会社Ｐｉｃｋ−ｕｐ　Ｅｖｏ,301,茨城県,2016-07-06
1050001041260,株式会社矢口工業,301,茨城県,2016-07-12
1050001041269,ケイエスコーポレーション株式会社,301,茨城県,2016-07-06
1050001041285,株式会社齋藤工務店,301,茨城県,2016-07-11
1050001041293,住ま居る工房株式会社,301,茨城県,2016-07-13
1050001041310,ローカリズム株式会社,301,茨城県,2016-07-14
1050001041335,株式会社ＫＡＺエナジー,301,茨城県,2016-07-20
1050001041351,アドホック株式会社,301,茨城県,2016-07-22
1050001041368,ＴＣＡＲＳＥＲＶｉＣＥ株式会社,301,茨城県,2016-07-28
1050001041376,株式会社石崎組,301,茨城県,2016-07-28
1050001041384,日本スタンダード株式会社,301,茨城県,2016-08-09
1050001041392,ケントリーライズ株式会社,301,茨城県,2016-08-01
1050001041401,株式会社Ｏ・Ｓコーポレーション,301,茨城県,2016-08-03
1050001041418,株式会社Ｉｓｌａｎｄｓ,301,茨城県,2016-08-09
1050001041426,株式会社栗原製麺工場,301,茨城県,2016-08-08
1050001041434,住吉建装株式会社,301,茨城県,2016-08-10
1050001041450,株式会社山電,301,茨城県,2016-08-15
1050001041467,飯島電機株式会社,301,茨城県,2016-08-17
1050001041475,ニコニコ写真館株式会社,301,茨城県,2016-08-16
1050001041483,株式会社Ｓｕｍｉ　Ｉｎｔｅｒｎａｔｉｏｎａｌ,301,茨城県,2016-08-18
1050001041491,株式会社Ｂｌａｎｃｈｅ,301,茨城県,2016-08-19
1050001041500,株式会社渡家不動産,301,茨城県,2016-08-25
1050001041509,株式会社大堀ホールディングス,301,茨城県,2016-08-25
1050001041525,おおつ野薬局株式会社,301,茨城県,2016-08-31
1050001041541,株式会社さかいまちづくり公社,301,茨城県,2016-09-08
1050001041558,株式会社廣瀬商事,301,茨城県,2016-09-07
1050001041566,ガレージ・タカギ株式会社,301,茨城県,2016-09-07
1050001041574,株式会社大森農場,301,茨城県,2016-09-09
1050001041590,株式会社ジャパンリアルティレジデンシャル,301,茨城県,2016-09-14
1050001041599,茨城リスクコンサルタント株式会社,301,茨城県,2016-09-14
1050001041608,エムエムケイ株式会社,301,茨城県,2016-09-16
1050001041616,株式会社ワイズ企画,301,茨城県,2016-09-20
1050001041624,シェアリッチ株式会社,301,茨城県,2016-09-26
1050001041632,株式会社ＭＩＩＴＯ　ＣＲＥＡＴＩＶＥ,301,茨城県,2016-09-27
1050001041640,株式会社ケイアローズ,301,茨城県,2016-09-28
